Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Merchant_Category,Transaction_Amount,Account_Balance_Before,Account_Balance_After,Card_Present,Device_Type,Transaction_Country,Distance_From_Home_KM,Customer_Age,Customer_Gender,Customer_Tenure_Months,Previous_Fraud_Flags,Is_Fraud
TXN001777,CUST00155,2025-03-17 11:26:48,Bank Transfer,Home Improvement,319.19,5079.42,4760.23,N/A,Mobile App,United Kingdom,13.6,37,Female,139,0,0
TXN001778,CUST01519,2025-03-17 13:22:10,POS Purchase,Groceries,91.7,10846.35,10754.65,No,POS Terminal,United States,11.4,83,Male,7,0,0
TXN001779,CUST00228,2025-03-17 17:34:24,Online Purchase,Fuel,118.75,5294.4,5175.65,No,POS Terminal,Germany,4.3,46,Male,159,0,0
TXN001780,CUST00719,2025-03-18 00:04:58,Bill Payment,Groceries,170.2,5077.46,4907.26,N/A,Mobile App,United Kingdom,28.3,33,Female,119,0,0
TXN001781,CUST00205,2025-03-18 10:28:28,Bill Payment,Fashion & Apparel,64.14,3570.27,3506.13,N/A,Mobile App,United Kingdom,0.5,21,Male,85,0,0
TXN001782,CUST00349,2025-03-19 08:22:48,POS Purchase,Electronics,66.82,2556.58,2489.76,Yes,Mobile App,Canada,13.6,50,Female,45,0,0
TXN001783,CUST01256,2025-03-19 09:31:43,Online Purchase,Groceries,33.51,4239.54,4392.54,No,POS Terminal,United States,1.5,54,Female,127,0,0
TXN001784,CUST00812,2025-03-19 10:59:43,Online Purchase,Groceries,402.38,9107.69,8705.31,Yes,Web Browser,Pakistan,3.1,56,Other,16,0,0
TXN001785,CUST00609,2025-03-20 13:34:01,POS Purchase,Fuel,39.53,5129.0,5089.47,No,Mobile App,United States,11.9,74,Female,140,0,0
TXN001786,CUST01480,2025-03-20 16:14:50,Bill Payment,Online Services,281.08,2470.61,2189.53,N/A,Mobile App,Pakistan,5.5,37,Female,2,0,0
TXN001787,CUST00108,2025-03-20 19:33:09,ATM Withdrawal,Online Services,41.17,12442.74,12401.57,Yes,POS Terminal,United Kingdom,38.1,56,Female,146,0,0
TXN001788,CUST00381,2025-03-20 20:52:58,Online Purchase,Electronics,118.69,2894.65,2775.96,Yes,Web Browser,Pakistan,13.0,24,Male,29,0,0
TXN001789,CUST00220,2025-03-21 07:05:37,Wire Transfer,Online Services,28.38,1573.7,1545.32,N/A,Mobile App,Canada,4.1,24,Male,86,0,0
TXN001790,CUST01068,2025-03-21 08:26:38,Online Purchase,Entertainment,164.92,3667.88,3502.96,No,Web Browser,Canada,2.8,22,Female,17,1,0
TXN001791,CUST01715,2025-03-21 10:25:58,POS Purchase,Groceries,435.73,18197.38,17761.65,Yes,ATM Machine,Pakistan,22.1,49,Male,125,0,0
TXN001792,CUST00105,2025-03-21 13:04:49,Online Purchase,Fuel,356.02,542.54,186.52,Yes,POS Terminal,United Kingdom,11.0,83,Female,169,0,0
TXN001793,CUST00461,2025-03-21 18:26:38,Bank Transfer,Jewelry & Luxury,163.11,1215.12,1052.01,N/A,Mobile App,Pakistan,8.9,63,Female,59,0,0
TXN001794,CUST00894,2025-03-21 21:36:44,POS Purchase,Groceries,53.08,3989.1,3936.02,No,ATM Machine,Pakistan,22.2,37,Female,123,0,0
TXN001795,CUST00719,2025-03-22 04:01:20,Bill Payment,Electronics,192.28,2038.43,1846.15,N/A,Web Browser,Australia,4.9,35,Female,145,0,0
TXN001796,CUST00540,2025-03-22 12:13:45,Bank Transfer,Online Services,56.36,5835.14,5778.78,N/A,Web Browser,Canada,39.9,19,Male,32,0,0
TXN001797,CUST00581,2025-03-22 14:59:15,ATM Withdrawal,Groceries,26.86,1086.67,1059.81,No,POS Terminal,United Kingdom,4.8,60,Male,120,0,0
TXN001798,CUST00985,2025-03-22 17:58:25,Bank Transfer,Fuel,212.64,2920.68,2708.04,N/A,Web Browser,United Kingdom,11.8,61,Male,34,0,0
TXN001799,CUST00071,2025-03-22 18:22:29,Online Purchase,Healthcare,73.72,2062.34,1988.62,Yes,Web Browser,Australia,16.6,19,Female,81,0,0
TXN001800,CUST00289,2025-03-23 08:45:10,Bank Transfer,Online Services,89.43,6996.46,6907.03,N/A,Web Browser,United Kingdom,8.0,23,Female,145,0,0
TXN001801,CUST01191,2025-03-23 10:19:43,Online Purchase,Electronics,95.44,16474.85,16379.41,Yes,ATM Machine,Germany,19.4,35,Male,48,0,0
TXN001802,CUST01715,2025-03-23 15:46:12,Bank Transfer,Travel,590.29,5494.96,4904.67,N/A,Mobile App,United States,21.1,50,Female,90,0,0
TXN001803,CUST01549,2025-03-23 19:16:40,POS Purchase,Healthcare,83.79,10119.33,10035.54,No,Mobile App,Germany,28.8,78,Male,48,0,0
TXN001804,CUST00085,2025-03-24 12:00:04,POS Purchase,Home Improvement,325.17,1722.68,1397.51,Yes,POS Terminal,United States,2.7,24,Male,77,0,0
TXN001805,CUST00983,2025-03-24 12:06:16,Bill Payment,Utilities,57.44,7577.55,7520.11,N/A,Mobile App,United States,7.4,41,Female,90,0,0
TXN001806,CUST01251,2025-03-24 17:15:35,POS Purchase,Utilities,354.01,9346.79,8992.78,Yes,Web Browser,United States,0.5,66,Female,83,0,0
TXN001807,CUST01722,2025-03-24 19:23:55,Bank Transfer,Travel,61.53,10624.62,10563.09,N/A,Mobile App,Pakistan,1.2,83,Male,158,0,0
TXN001808,CUST00042,2025-03-25 17:37:48,Online Purchase,Travel,181.47,835.9,654.43,No,Mobile App,Germany,1.1,32,Female,125,0,0
TXN001809,CUST00727,2025-03-25 18:42:31,POS Purchase,Healthcare,132.65,1912.66,2018.66,Yes,POS Terminal,United Kingdom,61.8,83,Female,144,0,0
TXN001810,CUST00452,2025-03-26 18:51:12,ATM Withdrawal,Entertainment,45.74,3243.8,3198.06,No,POS Terminal,Pakistan,4.4,61,Male,66,0,0
TXN001811,CUST01723,2025-03-26 23:41:30,POS Purchase,Fashion & Apparel,275.96,2846.85,2570.89,Yes,Web Browser,Pakistan,10.9,81,Female,64,0,0
TXN001812,CUST01371,2025-03-27 09:47:48,POS Purchase,Groceries,186.62,6828.01,6641.39,Yes,Mobile App,India,5.8,52,Male,63,0,0
TXN001813,CUST01546,2025-03-27 10:09:41,POS Purchase,Utilities,39.27,1667.13,2111.13,Yes,POS Terminal,United States,5.0,48,Female,140,0,0
TXN001814,CUST00709,2025-03-27 15:26:50,Bill Payment,Electronics,158.63,2196.43,2037.8,N/A,Web Browser,United States,0.8,56,Male,31,0,0
TXN001815,CUST00431,2025-03-27 19:11:31,Online Purchase,Restaurants,149.43,5296.88,5147.45,No,Mobile App,Pakistan,14.2,21,Male,51,0,0
TXN001816,CUST00969,2025-03-28 08:07:44,POS Purchase,Groceries,49.3,1008.5,959.2,No,Mobile App,United States,8.8,73,Female,142,0,0
TXN001817,CUST01404,2025-03-28 11:12:30,Bank Transfer,Fashion & Apparel,118.04,6293.14,6175.1,N/A,Web Browser,United States,12.2,38,Female,47,0,0
TXN001818,CUST01056,2025-03-28 12:21:35,Bill Payment,Online Services,577.14,3923.99,3346.85,N/A,Mobile App,UAE,24.4,36,Male,142,0,0
TXN001819,CUST01120,2025-03-28 12:22:16,ATM Withdrawal,Groceries,66.35,3013.55,2947.2,Yes,Web Browser,United States,2.9,23,Female,53,0,0
TXN001820,CUST00700,2025-03-29 04:18:27,Online Purchase,Fashion & Apparel,173.11,6130.02,6408.02,No,Web Browser,United States,7.5,58,Male,102,0,0
TXN001821,CUST00002,2025-03-29 08:51:20,Wire Transfer,Electronics,991.14,3623.59,2632.45,N/A,Web Browser,Pakistan,83.3,23,Female,9,0,1
TXN001822,CUST00071,2025-03-29 08:55:11,POS Purchase,Online Services,230.72,19058.02,18827.3,Yes,Web Browser,United Kingdom,0.4,49,Male,54,0,0
TXN001823,CUST00081,2025-03-29 23:01:13,Bank Transfer,Fuel,75.7,1864.82,1789.12,N/A,POS Terminal,United States,7.9,38,Female,114,0,0
TXN001824,CUST01416,2025-03-29 23:02:35,Bill Payment,Utilities,383.36,1402.12,1018.76,N/A,Mobile App,United Kingdom,2.8,72,Female,137,0,0
TXN001825,CUST01636,2025-03-29 23:20:13,POS Purchase,Travel,180.02,7596.89,7416.87,No,Web Browser,Pakistan,2.9,70,Male,114,0,0
TXN001826,CUST00557,2025-03-30 00:03:34,Online Purchase,Electronics,221.88,1499.32,1536.32,No,Web Browser,United States,21.3,75,Male,33,0,0
TXN001827,CUST01295,2025-03-30 10:28:19,POS Purchase,Healthcare,202.95,3417.5,3214.55,Yes,Web Browser,Germany,0.1,49,Female,33,0,0
TXN001828,CUST00371,2025-03-30 15:10:45,POS Purchase,Home Improvement,262.28,23369.13,23106.85,Yes,Web Browser,United States,1.2,54,Female,105,0,0
TXN001829,CUST01483,2025-03-30 16:55:00,POS Purchase,Groceries,750.88,774.93,1251.93,Yes,Web Browser,Pakistan,47.6,20,Female,18,0,0
TXN001830,CUST00076,2025-03-30 17:19:52,Bank Transfer,Healthcare,431.39,2535.64,2104.25,N/A,Web Browser,United Kingdom,7.4,67,Male,175,0,0
TXN001831,CUST00125,2025-03-31 08:25:37,POS Purchase,Utilities,37.46,4496.88,4459.42,No,ATM Machine,United States,1.8,75,Female,146,0,0
TXN001832,CUST01344,2025-03-31 08:44:24,POS Purchase,Fuel,66.83,3018.34,2951.51,Yes,POS Terminal,Pakistan,1.0,68,Male,150,0,0
TXN001833,CUST00953,2025-03-31 12:23:29,Online Purchase,Electronics,235.49,5308.73,5073.24,Yes,Mobile App,United States,7.0,35,Female,6,0,0
TXN001834,CUST00106,2025-03-31 16:25:28,Online Purchase,Groceries,25.7,1612.49,1586.79,Yes,Mobile App,Canada,12.0,42,Male,64,0,0
TXN001835,CUST01161,2025-04-01 08:11:32,POS Purchase,Electronics,127.43,12075.52,11948.09,Yes,Mobile App,United Kingdom,3.6,62,Male,47,0,0
TXN001836,CUST01234,2025-04-01 08:56:49,ATM Withdrawal,Online Services,158.03,2106.78,1948.75,Yes,Web Browser,Pakistan,18.3,50,Male,21,0,0
TXN001837,CUST00260,2025-04-01 10:15:57,Bill Payment,Healthcare,76.99,4088.57,4011.58,N/A,Web Browser,Canada,15.3,28,Female,25,0,0
TXN001838,CUST01432,2025-04-01 14:27:18,Bank Transfer,Fuel,136.86,5999.94,5863.08,N/A,ATM Machine,UAE,0.4,42,Female,111,0,0
TXN001839,CUST00022,2025-04-01 16:37:27,POS Purchase,Groceries,53.47,2476.43,2422.96,No,Mobile App,United Kingdom,7.3,45,Female,136,0,0
TXN001840,CUST01580,2025-04-01 18:08:21,Bill Payment,Fuel,59.88,1581.42,1521.54,N/A,ATM Machine,Canada,3.8,64,Female,85,0,0
TXN001841,CUST00128,2025-04-02 08:13:14,POS Purchase,Online Services,27.36,1777.44,1750.08,No,ATM Machine,Canada,3.9,26,Male,124,0,0
TXN001842,CUST01042,2025-04-02 09:58:16,ATM Withdrawal,Utilities,262.35,1901.11,1638.76,No,Web Browser,United Kingdom,3.3,71,Female,157,0,0
TXN001843,CUST00414,2025-04-02 11:24:40,Bank Transfer,Restaurants,41.54,213.77,172.23,N/A,Mobile App,United States,11.7,58,Female,82,0,0
TXN001844,CUST01120,2025-04-02 17:48:02,Online Purchase,Electronics,374.98,7818.42,7443.44,No,POS Terminal,Germany,14.4,63,Male,177,0,0
TXN001845,CUST00298,2025-04-02 22:01:54,Bill Payment,Electronics,45.0,2447.14,2402.14,N/A,Web Browser,Pakistan,12.8,32,Female,137,0,0
TXN001846,CUST01312,2025-04-03 08:07:51,POS Purchase,Groceries,62.05,8812.36,8827.36,Yes,Mobile App,United Kingdom,1.5,24,Female,49,0,0
TXN001847,CUST00330,2025-04-03 17:24:46,POS Purchase,Entertainment,229.88,4183.58,3953.7,Yes,Web Browser,India,6.0,40,Female,131,0,0
TXN001848,CUST00778,2025-04-03 18:23:32,Bill Payment,Travel,154.88,13104.39,12949.51,N/A,Mobile App,Germany,37.9,61,Female,29,0,0
TXN001849,CUST00033,2025-04-04 09:34:41,Bank Transfer,Fashion & Apparel,39.31,3247.06,3207.75,N/A,Web Browser,United States,11.7,84,Male,104,0,0
TXN001850,CUST01480,2025-04-04 11:36:36,Bank Transfer,Restaurants,219.78,2173.75,1953.97,N/A,Web Browser,United Kingdom,22.9,64,Female,92,0,0
TXN001851,CUST00896,2025-04-04 14:23:03,POS Purchase,Fuel,192.43,3883.1,3690.67,Yes,Web Browser,United Kingdom,0.3,47,Male,73,0,0
TXN001852,CUST00976,2025-04-04 17:34:03,Online Purchase,Utilities,347.97,3564.43,3216.46,No,Mobile App,United States,21.8,65,Female,116,0,0
TXN001853,CUST01082,2025-04-04 19:13:07,POS Purchase,Electronics,29.08,996.69,1186.69,Yes,Web Browser,Canada,,41,Male,128,0,0
TXN001854,CUST01615,2025-04-05 06:54:43,POS Purchase,Utilities,115.0,2187.37,2072.37,Yes,POS Terminal,United Kingdom,6.1,63,Female,146,0,0
TXN001855,CUST00485,2025-04-05 15:05:01,Bank Transfer,Healthcare,151.52,3203.21,3051.69,N/A,ATM Machine,UAE,21.8,40,Female,120,0,0
TXN001856,CUST00174,2025-04-05 15:26:31,ATM Withdrawal,Utilities,290.34,8649.18,8358.84,Yes,POS Terminal,Pakistan,0.7,84,Female,58,0,0
TXN001857,CUST00614,2025-04-05 18:25:40,POS Purchase,Online Services,264.38,4583.56,4319.18,Yes,Mobile App,Pakistan,19.6,31,Female,42,0,0
TXN001858,CUST00115,2025-04-06 02:53:48,POS Purchase,Electronics,56.52,3538.38,3481.86,No,Mobile App,United States,27.5,41,Male,51,0,0
TXN001859,CUST00620,2025-04-06 08:26:10,ATM Withdrawal,Fuel,38.35,1698.39,1660.04,Yes,Web Browser,Canada,6.4,56,Female,144,1,0
TXN001860,CUST00388,2025-04-06 11:32:57,POS Purchase,Entertainment,186.32,9430.77,9244.45,Yes,Mobile App,United States,5.1,40,Male,154,0,0
TXN001861,CUST00090,2025-04-06 18:02:07,POS Purchase,Electronics,148.7,2851.66,2702.96,No,Web Browser,Australia,17.0,62,Male,25,0,0
TXN001862,CUST00152,2025-04-07 01:06:22,ATM Withdrawal,Groceries,40.75,4348.55,4307.8,No,POS Terminal,United Kingdom,4.6,56,Male,164,0,0
TXN001863,CUST00345,2025-04-07 08:30:04,Online Purchase,Fashion & Apparel,220.22,5555.02,5334.8,Yes,POS Terminal,United States,1.6,59,Male,113,1,0
TXN001864,CUST00026,2025-04-07 13:51:07,ATM Withdrawal,Groceries,53.12,2915.68,2862.56,Yes,Web Browser,Pakistan,7.6,29,Female,39,0,0
TXN001865,CUST01521,2025-04-07 14:12:29,Online Purchase,Fashion & Apparel,398.56,11007.59,10609.03,Yes,Mobile App,Canada,0.5,26,Female,167,0,0
TXN001866,CUST00215,2025-04-07 21:37:11,POS Purchase,Electronics,44.75,9369.53,9324.78,Yes,Web Browser,United Kingdom,22.4,67,Other,138,0,0
TXN001867,CUST00005,2025-04-08 04:00:42,Wire Transfer,Electronics,2484.41,16187.79,13703.38,N/A,Mobile App,Germany,44.2,35,Female,8,3,1
TXN001868,CUST00919,2025-04-08 08:57:03,POS Purchase,Fuel,156.09,3868.95,3712.86,Yes,POS Terminal,Canada,4.4,31,Female,119,0,0
TXN001869,CUST00276,2025-04-08 09:31:58,POS Purchase,Online Services,351.55,2526.95,2978.95,Yes,Mobile App,Pakistan,11.3,69,Female,70,0,0
TXN001870,CUST01243,2025-04-08 10:16:35,POS Purchase,Fuel,41.45,13666.18,13624.73,Yes,POS Terminal,Pakistan,41.4,59,Male,109,0,0
TXN001871,CUST00086,2025-04-08 10:36:01,POS Purchase,Electronics,436.36,2196.58,1760.22,Yes,Mobile App,United States,1.1,24,Female,112,1,0
TXN001872,CUST00375,2025-04-08 15:47:31,POS Purchase,Groceries,157.06,9856.21,9699.15,Yes,ATM Machine,United Kingdom,87.8,33,Male,61,0,0
TXN001873,CUST00813,2025-04-08 16:21:58,POS Purchase,Electronics,790.04,2730.19,1940.15,No,Mobile App,India,34.9,72,Female,116,0,0
TXN001874,CUST01236,2025-04-08 18:01:05,POS Purchase,Fuel,809.83,1738.65,928.82,No,POS Terminal,United States,,18,Male,65,0,0
TXN001875,CUST00658,2025-04-09 12:27:03,Bill Payment,Entertainment,57.24,3606.83,3549.59,N/A,Mobile App,United Kingdom,31.6,23,Male,12,0,0
TXN001876,CUST00757,2025-04-09 21:56:47,Online Purchase,Jewelry & Luxury,232.5,1303.44,1070.94,Yes,POS Terminal,UAE,18.6,64,Female,138,0,0
TXN001877,CUST01269,2025-04-10 11:03:09,Bank Transfer,Restaurants,24.4,2759.79,2735.39,N/A,Mobile App,Canada,31.6,56,Male,108,0,0
TXN001878,CUST01193,2025-04-10 19:05:17,Wire Transfer,Entertainment,80.25,2028.95,1948.7,N/A,POS Terminal,UAE,10.0,19,Female,175,0,0
TXN001879,CUST01103,2025-04-11 09:32:43,POS Purchase,Restaurants,173.46,4222.1,4468.1,No,POS Terminal,Germany,3.3,80,Male,149,0,0
TXN001880,CUST00490,2025-04-11 10:33:31,Online Purchase,Fuel,245.01,6917.56,6672.55,No,Mobile App,United States,4.1,38,Male,55,0,0
TXN001881,CUST00448,2025-04-11 17:41:59,POS Purchase,Restaurants,125.03,3665.06,3540.03,No,Mobile App,United States,26.9,53,Male,31,0,0
TXN001882,CUST00825,2025-04-12 10:41:09,Wire Transfer,Home Improvement,27.35,3484.28,3456.93,N/A,POS Terminal,Canada,1.0,68,Female,104,0,0
TXN001883,CUST00906,2025-04-12 11:26:48,Online Purchase,Restaurants,32.17,2224.56,2269.56,No,Mobile App,UAE,4.0,68,Male,171,0,0
TXN001884,CUST01573,2025-04-12 14:47:47,ATM Withdrawal,Fuel,108.59,1974.05,1865.46,Yes,Mobile App,Germany,39.0,58,Female,176,0,0
TXN001885,CUST01102,2025-04-12 18:56:01,Bank Transfer,Healthcare,326.19,3178.4,2852.21,N/A,POS Terminal,United States,15.1,74,Female,85,0,0
TXN001886,CUST00051,2025-04-13 06:11:51,Online Purchase,Travel,131.82,3142.48,3424.48,No,Web Browser,Australia,131.3,51,Female,86,0,1
TXN001887,CUST01263,2025-04-13 11:39:50,POS Purchase,Healthcare,80.5,1638.78,1558.28,No,POS Terminal,Germany,8.9,49,Female,47,0,0
TXN001888,CUST00220,2025-04-13 18:16:17,POS Purchase,Travel,261.95,1211.37,949.42,Yes,Mobile App,United Kingdom,6.1,42,Female,158,0,0
TXN001889,CUST00235,2025-04-13 20:48:15,Online Purchase,Groceries,41.7,2943.67,2901.97,No,POS Terminal,United Kingdom,3.8,29,Female,54,0,0
TXN001890,CUST00615,2025-04-13 22:35:27,Bill Payment,Fuel,126.04,2451.17,2325.13,N/A,POS Terminal,UAE,3.2,75,Male,157,0,0
TXN001891,CUST01676,2025-04-14 01:19:34,POS Purchase,Fuel,77.55,1064.32,986.77,Yes,Web Browser,Pakistan,0.9,77,Male,113,0,0
TXN001892,CUST00802,2025-04-14 08:55:09,Bill Payment,Groceries,103.17,2620.36,2517.19,N/A,POS Terminal,United Kingdom,2.4,52,Female,143,0,0
TXN001893,CUST01635,2025-04-14 09:40:16,Online Purchase,Utilities,106.02,1134.13,1028.11,No,POS Terminal,Canada,2.5,41,Male,176,0,0
TXN001894,CUST00129,2025-04-14 12:53:51,ATM Withdrawal,Restaurants,62.8,1271.1,1208.3,Yes,ATM Machine,Pakistan,10.0,28,Male,20,0,0
TXN001895,CUST00336,2025-04-14 15:10:43,POS Purchase,Travel,97.24,4945.87,4848.63,Yes,Web Browser,Pakistan,7.7,35,Male,99,0,0
TXN001896,CUST01143,2025-04-14 18:03:51,Online Purchase,Fuel,69.73,3948.81,3879.08,Yes,Mobile App,United Kingdom,5.7,38,Male,120,0,0
TXN001897,CUST00910,2025-04-14 22:48:11,ATM Withdrawal,Utilities,308.62,1520.01,1211.39,Yes,ATM Machine,United Kingdom,42.7,63,Female,86,0,0
TXN001898,CUST01495,2025-04-15 11:19:24,Online Purchase,Healthcare,93.07,9863.2,9770.13,No,POS Terminal,United Kingdom,2.2,85,Female,152,0,0
TXN001899,CUST01638,2025-04-15 14:39:01,Wire Transfer,Electronics,28.17,1674.99,1646.82,N/A,POS Terminal,Pakistan,4.8,30,Male,45,0,0
TXN001900,CUST01640,2025-04-15 19:50:29,Online Purchase,Electronics,202.03,4553.73,4351.7,No,POS Terminal,India,8.6,83,Female,151,0,0
TXN001901,CUST00355,2025-04-15 21:16:09,POS Purchase,Fashion & Apparel,209.12,3871.85,3662.73,Yes,ATM Machine,United States,17.0,25,Male,168,0,0
TXN001902,CUST01654,2025-04-16 08:40:04,Wire Transfer,Entertainment,625.37,8766.01,8140.64,N/A,Web Browser,Pakistan,20.5,42,Female,67,0,0
TXN001903,CUST01157,2025-04-16 09:39:19,Online Purchase,Travel,134.41,6099.53,5965.12,No,POS Terminal,United States,1.5,46,Male,178,0,0
TXN001904,CUST00332,2025-04-16 12:20:04,Bill Payment,Restaurants,91.43,3728.47,3637.04,N/A,POS Terminal,United States,4.3,72,Male,47,0,0
TXN001905,CUST01165,2025-04-16 13:52:55,ATM Withdrawal,Travel,594.92,3748.04,3153.12,Yes,POS Terminal,United Kingdom,11.8,43,Male,2,0,0
TXN001906,CUST01703,2025-04-16 17:11:28,ATM Withdrawal,Fashion & Apparel,61.39,1399.75,1338.36,Yes,Mobile App,India,16.2,47,Male,68,0,0
TXN001907,CUST00032,2025-04-16 19:21:59,Bank Transfer,Home Improvement,276.78,20081.41,19804.63,N/A,POS Terminal,United States,1.6,25,Male,64,0,0
TXN001908,CUST00082,2025-04-17 03:21:46,Online Purchase,Groceries,276.13,3085.53,2809.4,Yes,Web Browser,Pakistan,4.2,29,Male,146,0,0
TXN001909,CUST00061,2025-04-17 05:33:05,Online Purchase,Entertainment,1298.47,6028.1,4729.63,No,Web Browser,Pakistan,28.2,18,Male,28,0,1
TXN001910,CUST00131,2025-04-17 06:42:33,POS Purchase,Utilities,171.82,4466.56,4294.74,Yes,Web Browser,Germany,1.7,75,Female,137,0,0
TXN001911,CUST00670,2025-04-17 07:11:30,ATM Withdrawal,Home Improvement,115.1,3911.55,3796.45,No,Web Browser,Canada,1.3,20,Female,54,0,0
TXN001912,CUST00469,2025-04-17 11:21:35,Bank Transfer,Utilities,212.31,3931.61,3719.3,N/A,Web Browser,Pakistan,0.7,71,Male,157,0,0
TXN001913,CUST01398,2025-04-17 11:52:03,Online Purchase,Groceries,9.09,6158.0,6148.91,No,Mobile App,United Kingdom,0.9,34,Male,131,0,0
TXN001914,CUST00042,2025-04-17 12:14:01,ATM Withdrawal,Healthcare,125.88,479.26,353.38,No,POS Terminal,Australia,18.6,32,Female,177,0,0
TXN001915,CUST00219,2025-04-17 15:27:07,Bank Transfer,Electronics,62.72,10071.66,10008.94,N/A,Web Browser,United Kingdom,5.8,80,Male,143,0,0
TXN001916,CUST01257,2025-04-17 22:14:18,Bill Payment,Fuel,49.54,2812.86,2763.32,N/A,ATM Machine,United States,13.3,67,Male,168,0,0
TXN001917,CUST01201,2025-04-17 22:58:48,POS Purchase,Groceries,155.89,12030.84,11874.95,Yes,ATM Machine,United States,5.6,85,Male,84,0,0
TXN001918,CUST00983,2025-04-18 16:23:34,POS Purchase,Groceries,19.74,2364.45,2344.71,No,Web Browser,Canada,3.2,61,Female,143,0,0
TXN001919,CUST00054,2025-04-18 16:34:20,Bank Transfer,Online Services,1036.39,2799.69,1763.3,N/A,ATM Machine,United Kingdom,233.1,27,Other,40,0,1
TXN001920,CUST01070,2025-04-18 17:46:51,Online Purchase,Fuel,120.35,1736.69,1616.34,Yes,Web Browser,United States,23.5,64,Female,49,0,0
TXN001921,CUST00271,2025-04-18 21:55:18,Bank Transfer,Electronics,57.94,12790.88,12732.94,N/A,Web Browser,Canada,10.6,72,Female,130,0,0
TXN001922,CUST01434,2025-04-18 23:44:44,POS Purchase,Jewelry & Luxury,116.03,1428.03,1312.0,No,Web Browser,Germany,2.8,34,Male,46,0,0
TXN001923,CUST01609,2025-04-19 11:56:51,Online Purchase,Fashion & Apparel,173.12,2008.23,2500.23,No,Web Browser,Pakistan,15.9,49,Male,118,1,0
TXN001924,CUST00120,2025-04-19 12:29:13,POS Purchase,Utilities,44.92,267.47,222.55,Yes,Web Browser,United Kingdom,0.1,54,Male,97,0,0
TXN001925,CUST00198,2025-04-19 12:51:12,Bank Transfer,Groceries,67.33,4600.94,4533.61,N/A,Mobile App,Canada,33.2,43,Male,167,0,0
TXN001926,CUST00162,2025-04-19 15:30:11,Online Purchase,Online Services,98.13,8169.67,8071.54,Yes,POS Terminal,Germany,1.1,77,Male,153,0,0
TXN001927,CUST00952,2025-04-19 20:29:57,Online Purchase,Entertainment,40.27,1275.57,1235.3,Yes,POS Terminal,India,10.4,33,Male,33,0,0
TXN001928,CUST01570,2025-04-20 09:42:38,Online Purchase,Online Services,39.26,1439.39,1400.13,Yes,Web Browser,Australia,2.1,35,Female,120,0,0
TXN001929,CUST00631,2025-04-20 15:01:59,POS Purchase,Jewelry & Luxury,539.1,6833.75,6294.65,Yes,Mobile App,United States,9.2,30,Male,178,1,0
TXN001930,CUST01369,2025-04-20 15:22:06,Online Purchase,Fashion & Apparel,47.0,1059.28,1012.28,Yes,Web Browser,UAE,11.0,61,Female,111,0,0
TXN001931,CUST01054,2025-04-20 22:08:14,Bank Transfer,Online Services,109.47,6749.24,6639.77,N/A,ATM Machine,Canada,14.6,25,Female,116,0,0
TXN001932,CUST01017,2025-04-21 11:28:51,ATM Withdrawal,Electronics,75.58,6884.71,6809.13,No,Mobile App,India,1.2,66,Female,62,0,0
TXN001933,CUST01582,2025-04-21 17:10:00,Wire Transfer,Groceries,174.05,3162.67,2988.62,N/A,POS Terminal,Pakistan,2.6,35,Female,53,0,0
TXN001934,CUST01081,2025-04-22 01:11:50,Online Purchase,Groceries,279.58,946.13,666.55,No,POS Terminal,United States,1.2,31,Male,24,0,0
TXN001935,CUST01501,2025-04-22 07:31:54,ATM Withdrawal,Fuel,16.29,6402.42,6386.13,No,Web Browser,India,16.1,68,Female,87,0,0
TXN001936,CUST00457,2025-04-22 12:46:04,Bill Payment,Fuel,1608.75,6202.3,4593.55,N/A,Web Browser,Pakistan,1.8,80,Female,101,0,0
TXN001937,CUST01665,2025-04-22 14:09:24,Bill Payment,Healthcare,468.0,1069.16,601.16,N/A,POS Terminal,Pakistan,0.7,28,Male,89,0,0
TXN001938,CUST00033,2025-04-22 21:22:46,Online Purchase,Entertainment,39.34,3479.7,3440.36,No,Mobile App,Pakistan,15.2,22,Female,26,0,0
TXN001939,CUST00010,2025-04-23 04:14:07,Bank Transfer,Jewelry & Luxury,665.13,8553.08,7887.95,N/A,Mobile App,United States,11.3,68,Female,67,0,1
TXN001940,CUST00940,2025-04-23 12:37:38,POS Purchase,Travel,140.15,7394.31,7254.16,Yes,POS Terminal,United States,4.6,18,Male,99,0,0
TXN001941,CUST00368,2025-04-23 14:21:32,Online Purchase,Fuel,106.8,10622.38,10515.58,No,Mobile App,United Kingdom,10.4,57,Female,173,0,0
TXN001942,CUST00043,2025-04-24 05:35:08,Online Purchase,Entertainment,864.95,23909.54,24164.54,No,Web Browser,India,455.0,20,Male,84,1,1
TXN001943,CUST00687,2025-04-24 10:01:00,POS Purchase,Fashion & Apparel,15.36,2356.17,2340.81,Yes,POS Terminal,Australia,3.8,83,Female,117,0,0
TXN001944,CUST00229,2025-04-24 19:51:12,POS Purchase,Utilities,1614.91,1397.47,1853.47,Yes,Web Browser,United Kingdom,33.0,30,Male,79,0,0
TXN001945,CUST00558,2025-04-24 20:50:06,Online Purchase,Online Services,167.38,4041.17,3873.79,Yes,POS Terminal,India,0.1,31,Female,73,0,0
